model_id,platform_id,model_family,model_version,model_variants,model_architecture,parameters_count,context_window_size,createdAt,updatedAt,model_type,token_limit,model_size,model_size_unit
model_1742674671541_652,platform_1742531574121_272,Grad-CAM,1,,,,,2025-03-22T20:17:51.541Z,2025-03-22T20:52:21.219Z,AI Model,,,
model_1742674673440_29,platform_1742531574121_147,TurboPilot,1,Base,Transformer,,,2025-03-22T20:17:53.440Z,2025-03-22T20:52:23.712Z,AI Model,,,
model_1742674675371_414,platform_1742531574121_502,GPT-Code UI,1,,Transformer,,,2025-03-22T20:17:55.371Z,2025-03-22T20:52:25.548Z,LLM,,,
model_1742674679706_806,platform_1742531574122_267,CodeT5,1,,Transformer,220M,,2025-03-22T20:17:59.706Z,2025-03-22T20:52:27.508Z,LLM,,220,M
model_1742674679706_394,platform_1742531574122_267,CodeT5,1.1,Base,Transformer,770M,,2025-03-22T20:17:59.706Z,2025-03-22T20:52:31.970Z,LLM,,770,M
model_1742674679706_646,platform_1742531574122_267,CodeT5,1.1,Small,Transformer,60M,,2025-03-22T20:17:59.706Z,2025-03-22T20:52:34.048Z,LLM,,60,M
model_1742674679706_117,platform_1742531574122_267,CodeT5,1.1,Large,Transformer,2.2B,,2025-03-22T20:17:59.706Z,2025-03-22T20:52:36.085Z,LLM,,2.2,B
model_1742674679706_735,platform_1742531574122_267,CodeT5,1.1,XL,Transformer,3.7B,,2025-03-22T20:17:59.706Z,2025-03-22T20:52:38.250Z,LLM,,3.7,B
model_1742674681944_209,platform_1742531574122_466,OmniXAI,1,,,,,2025-03-22T20:18:01.944Z,2025-03-22T20:52:40.275Z,AI Model,,,
model_1742674683479_219,platform_1742531574122_943,PDPbox,1,,,,,2025-03-22T20:18:03.479Z,2025-03-22T20:52:42.155Z,AI Model,,,
model_1742674685498_670,platform_1742531574123_49,LRP (Layer-wise Relevance Propagation),1,,,,,2025-03-22T20:18:05.498Z,2025-03-22T20:52:44.149Z,AI Model,,,
model_1742674687325_705,platform_1742531574123_476,Alibi,1,,,,,2025-03-22T20:18:07.325Z,2025-03-22T20:52:46.280Z,AI Model,,,
model_1742674689185_383,platform_1742531574123_451,quivr,1,,,,,2025-03-22T20:18:09.185Z,2025-03-22T20:52:48.248Z,AI Model,,,
model_1742674691488_299,platform_1742531574124_293,Bark,1,,,,,2025-03-22T20:18:11.488Z,2025-03-22T20:52:50.427Z,AI Model,,,
model_1742674694025_947,platform_1742531574124_917,Fairness Indicators,1,,,,,2025-03-22T20:18:14.025Z,2025-03-22T20:52:52.322Z,AI Model,,,
model_1742674696211_866,platform_1742531574124_284,CodeGeeX,1,,Transformer,13B,8K,2025-03-22T20:18:16.211Z,2025-03-22T20:52:54.382Z,LLM,,13,B
model_1742674698580_479,platform_1742531574124_126,DragGAN,1,,,,,2025-03-22T20:18:18.580Z,2025-03-22T20:52:56.471Z,Image Generation,,,
model_1742674700021_640,platform_1742531574125_970,GlockApps,1,,,,,2025-03-22T20:18:20.021Z,2025-03-22T20:52:58.327Z,AI Model,,,
model_1742674701820_627,platform_1742531574125_767,MusicLM,1,,Transformer,unknown,,2025-03-22T20:18:21.820Z,2025-03-22T20:53:00.274Z,AI Model,,,
model_1742674703909_246,platform_1742531574126_974,GOSH,1,,,,,2025-03-22T20:18:23.909Z,2025-03-22T20:53:02.226Z,AI Model,,,
model_1742674706448_120,platform_1742531574127_399,GPT Workspace,1,,Transformer,,,2025-03-22T20:18:26.448Z,2025-03-22T20:53:04.012Z,LLM,,,
model_1742674709192_775,platform_1742531574128_153,GPTExcel,1,,Transformer,,8K,2025-03-22T20:18:29.192Z,2025-03-22T20:53:06.072Z,LLM,,,
model_1742674711117_671,platform_1742531574129_405,GPT for Work,1,,Transformer,,,2025-03-22T20:18:31.117Z,2025-03-22T20:53:08.016Z,LLM,,,
model_1742674713515_690,platform_1742531574129_67,GPTHelp.ai,1,,Transformer,,,2025-03-22T20:18:33.515Z,2025-03-22T20:53:10.658Z,LLM,,,
model_1742674715751_211,platform_1742531574130_11,GummySearch,1,,,,,2025-03-22T20:18:35.751Z,2025-03-22T20:53:12.707Z,AI Model,,,
model_1742674717693_632,platform_1742531574131_39,Hailo AI Processor,1,,,,,2025-03-22T20:18:37.693Z,2025-03-22T20:53:14.545Z,AI Model,,,
model_1742674720603_612,platform_1742531574131_461,Hailo-8 AI Processor,1,,,,,2025-03-22T20:18:40.603Z,2025-03-22T20:53:16.509Z,AI Model,,,
model_1742674722854_88,platform_1742531574132_225,Have I Been Trained?,1,,,,,2025-03-22T20:18:42.854Z,2025-03-22T20:53:18.770Z,AI Model,,,
model_1742674727929_795,platform_1742531574132_883,Haystack,1,,Transformer,,,2025-03-22T20:18:47.929Z,2025-03-22T20:53:21.513Z,LLM,,,
model_1742674727929_84,platform_1742531574132_883,Haystack,1,Retriever,Transformer,,,2025-03-22T20:18:47.929Z,2025-03-22T20:53:23.496Z,Embedding,,,
model_1742674727929_877,platform_1742531574132_883,Haystack,1,Reader,Transformer,,,2025-03-22T20:18:47.929Z,2025-03-22T20:53:26.137Z,LLM,,,
model_1742674727929_569,platform_1742531574132_883,Haystack,1,Generator,Transformer,,,2025-03-22T20:18:47.929Z,2025-03-22T20:53:29.332Z,LLM,,,
model_1742674727929_108,platform_1742531574132_883,Haystack,1,Document Store,,,,2025-03-22T20:18:47.929Z,2025-03-22T20:53:32.983Z,Data Storage,,,
model_1742674729994_391,platform_1742531574133_845,Hexabot,1,,,,,2025-03-22T20:18:49.994Z,2025-03-22T20:53:34.863Z,AI Model,,,
model_1742674732212_394,platform_1742531574133_526,Rosie,1,,Transformer,,,2025-03-22T20:18:52.212Z,2025-03-22T20:53:36.875Z,AI Model,,,
model_1742674734173_436,platform_1742531574134_970,Hivecell,1,,,,,2025-03-22T20:18:54.173Z,2025-03-22T20:53:38.668Z,AI Model,,,
model_1742674736123_191,platform_1742531574135_479,Hiver,1,,,,,2025-03-22T20:18:56.123Z,2025-03-22T20:53:40.500Z,AI Model,,,
model_1742674737601_892,platform_1742531574136_839,Hootsuite,1,,,,,2025-03-22T20:18:57.601Z,2025-03-22T20:53:42.542Z,AI Model,,,
model_1742674739481_32,platform_1742531574136_266,Hour One,1,,,,,2025-03-22T20:18:59.481Z,2025-03-22T20:53:44.861Z,AI Model,,,
model_1742674741491_859,platform_1742531574137_949,Bloom,1,,Transformer,176B,,2025-03-22T20:19:01.491Z,2025-03-22T20:53:46.769Z,LLM,,176,B
model_1742674746265_67,platform_1742531574137_10,OPT,1,Base,Transformer,350M,,2025-03-22T20:19:06.265Z,2025-03-22T20:53:48.844Z,LLM,,350,M
model_1742674746265_390,platform_1742531574137_10,OPT,1,Base,Transformer,1.3B,,2025-03-22T20:19:06.265Z,2025-03-22T20:53:55.153Z,LLM,,1.3,B
model_1742674746265_162,platform_1742531574137_10,OPT,1,Base,Transformer,2.7B,,2025-03-22T20:19:06.265Z,2025-03-22T20:53:57.804Z,LLM,,2.7,B
model_1742674746265_113,platform_1742531574137_10,OPT,1,Base,Transformer,6.7B,,2025-03-22T20:19:06.265Z,2025-03-22T20:53:59.796Z,LLM,,6.7,B
model_1742674746265_697,platform_1742531574137_10,OPT,1,Base,Transformer,13B,,2025-03-22T20:19:06.265Z,2025-03-22T20:54:01.765Z,LLM,,13,B
model_1742674750598_616,platform_1742531574137_980,Hugging Face,1,Base,Transformer,null,null,2025-03-22T20:19:10.598Z,2025-03-22T20:19:10.598Z,LLM,null,null,null
model_1742674750598_826,platform_1742531574137_980,BERT,Base,Cased,Transformer,110M,512,2025-03-22T20:19:10.598Z,2025-03-22T20:19:10.598Z,LLM,512,110,M
model_1742674750598_859,platform_1742531574137_980,GPT,2,Small,Transformer,117M,1024,2025-03-22T20:19:10.598Z,2025-03-22T20:19:10.598Z,LLM,1024,117,M
model_1742674750598_282,platform_1742531574137_980,RoBERTa,Base,null,Transformer,125M,512,2025-03-22T20:19:10.598Z,2025-03-22T20:19:10.598Z,LLM,512,125,M
model_1742674750598_703,platform_1742531574137_980,DistilBERT,Base,null,Transformer,66M,512,2025-03-22T20:19:10.598Z,2025-03-22T20:19:10.598Z,LLM,512,66,M
model_1742674753863_491,platform_1742531574138_743,Stable Beluga,1,,Transformer,70B,100K,2025-03-22T20:19:13.863Z,2025-03-22T20:19:13.863Z,LLM,8192,70,B
model_1742674756073_447,platform_1742531574138_354,Stable Beluga 2,1,,Transformer,70B,8K,2025-03-22T20:19:16.073Z,2025-03-22T20:19:16.073Z,LLM,8192,70,B
model_1742674758112_967,platform_1742531574139_709,Hunter.io,1,,,,,2025-03-22T20:19:18.112Z,2025-03-22T20:54:11.401Z,AI Model,,,
model_1742674760201_743,platform_1742531574139_636,iColoring,1,,Transformer,1B,,2025-03-22T20:19:20.201Z,2025-03-22T20:54:13.257Z,Image Generation,,1,B
model_1742674761834_989,platform_1742531574140_473,IFTTT,1,,,,,2025-03-22T20:19:21.834Z,2025-03-22T20:54:16.267Z,AI Model,,,
model_1742674763882_365,platform_1742531574140_455,Imagen,1,,Transformer,null,,2025-03-22T20:19:23.882Z,2025-03-22T20:54:18.843Z,Image Generation,,,
model_1742674765941_654,platform_1742531574141_145,Infermedica,1,,,,,2025-03-22T20:19:25.941Z,2025-03-22T20:54:20.620Z,AI Model,,,
model_1742674770820_33,platform_1742531574142_742,Inflection AI,1,,Transformer,175B,8K,2025-03-22T20:19:30.820Z,2025-03-22T20:19:30.820Z,LLM,4096,175,B
model_1742674770820_309,platform_1742531574142_742,Inflection AI,1.5,Enhanced,Transformer,200B,16K,2025-03-22T20:19:30.820Z,2025-03-22T20:19:30.820Z,LLM,8192,200,B
model_1742674770820_236,platform_1742531574142_742,Inflection AI,2,Chat,Transformer,250B,32K,2025-03-22T20:19:30.820Z,2025-03-22T20:19:30.820Z,LLM,16384,250,B
model_1742674770820_370,platform_1742531574142_742,Inflection AI,2.1,Instruct,Transformer,300B,32K,2025-03-22T20:19:30.820Z,2025-03-22T20:19:30.820Z,LLM,16384,300,B
model_1742674770820_254,platform_1742531574142_742,Inflection AI,3,Vision,Transformer,350B,64K,2025-03-22T20:19:30.820Z,2025-03-22T20:19:30.820Z,LLM,32768,350,B
model_1742674773047_945,platform_1742531574143_505,Inline Help,1,,Transformer,1B,8K,2025-03-22T20:19:33.047Z,2025-03-22T20:19:33.047Z,LLM,4096,1,B
model_1742674776393_973,platform_1742531574143_219,InterpretML,1,,Explainable Boosting Machine,,,2025-03-22T20:19:36.393Z,2025-03-22T20:54:32.848Z,Interpretable Machine Learning,,,
model_1742674776393_373,platform_1742531574143_219,InterpretML,1,,SHAP (SHapley Additive exPlanations),,,2025-03-22T20:19:36.393Z,2025-03-22T20:54:34.932Z,Interpretable Machine Learning,,,
model_1742674776393_207,platform_1742531574143_219,InterpretML,1,,LIME (Local Interpretable Model-agnostic Explanations),,,2025-03-22T20:19:36.393Z,2025-03-22T20:54:37.040Z,Interpretable Machine Learning,,,
model_1742674778574_854,platform_1742531574144_201,Interview Solver,1,,,,,2025-03-22T20:19:38.574Z,2025-03-22T20:54:38.864Z,AI Model,,,
model_1742674780592_156,platform_1742531574145_600,Iris.ai,1,,Transformer,Unknown,Unknown,2025-03-22T20:19:40.592Z,2025-03-22T20:54:41.017Z,AI Model,Unknown,,
model_1742674785870_137,platform_1742531574145_416,Jedi,1,,Transformer,75B,16K,2025-03-22T20:19:45.870Z,2025-03-22T20:19:45.870Z,LLM,16384,75,B
model_1742674785870_958,platform_1742531574145_416,Jedi,1.1,Instruct,Transformer,85B,32K,2025-03-22T20:19:45.870Z,2025-03-22T20:19:45.870Z,LLM,32768,85,B
model_1742674785870_154,platform_1742531574145_416,Jedi,1.2,Chat,Transformer,90B,64K,2025-03-22T20:19:45.870Z,2025-03-22T20:19:45.870Z,LLM,65536,90,B
model_1742674785870_340,platform_1742531574145_416,Jedi,2,Base,Transformer,100B,128K,2025-03-22T20:19:45.870Z,2025-03-22T20:19:45.870Z,LLM,131072,100,B
model_1742674785870_394,platform_1742531574145_416,Jedi,2.1,Vision,Transformer,110B,256K,2025-03-22T20:19:45.870Z,2025-03-22T20:19:45.870Z,LLM,262144,110,B
model_1742674787767_554,platform_1742531574145_993,Jenni,1,,Transformer,,,2025-03-22T20:19:47.767Z,2025-03-22T20:54:48.312Z,AI Model,,,
model_1742674789937_573,platform_1742531574146_315,Kafkai,1,,,,,2025-03-22T20:19:49.937Z,2025-03-22T20:54:50.875Z,AI Model,,,
model_1742674792170_617,platform_1742531574147_476,Kahoot AI,1,,Transformer,1B,8K,2025-03-22T20:19:52.170Z,2025-03-22T20:19:52.170Z,LLM,4096,1,B
model_1742674794340_511,platform_1742531574147_450,Keploy,1,,,,,2025-03-22T20:19:54.340Z,2025-03-22T20:54:54.502Z,AI Model,,,
model_1742674796383_709,platform_1742531574148_281,KeywordTool.io,1,,,,,2025-03-22T20:19:56.383Z,2025-03-22T20:54:56.553Z,,,,
model_1742674798696_123,platform_1742531574149_283,Konan,1,,Transformer,2B,8K,2025-03-22T20:19:58.696Z,2025-03-22T20:19:58.696Z,LLM,8192,2,B
model_1742674800742_358,platform_1742531574149_544,Kore.ai XO Platform,1,,Transformer,,,2025-03-22T20:20:00.742Z,2025-03-22T20:54:59.572Z,LLM,,,
model_1742674802797_818,platform_1742531574149_28,Kyndi,1,,,,,2025-03-22T20:20:02.797Z,2025-03-22T20:55:01.539Z,AI Model,,,
model_1742674804877_7,platform_1742531574150_591,Langfuse,1,,Transformer,1B,8K,2025-03-22T20:20:04.878Z,2025-03-22T20:20:04.878Z,LLM,4096,1,B
model_1742674806727_689,platform_1742531574151_459,Later,1,,,,,2025-03-22T20:20:06.727Z,2025-03-22T20:55:04.479Z,AI Model,,,
model_1742674808912_792,platform_1742531574151_840,Learn Prompting,1,,Transformer,,,2025-03-22T20:20:08.912Z,2025-03-22T20:55:06.586Z,LLM,,,
model_1742674811065_818,platform_1742531574152_962,Let's Enhance,1,,,,,2025-03-22T20:20:11.065Z,2025-03-22T20:55:08.653Z,Image Enhancement,,,
model_1742674813543_529,platform_1742531574153_791,Lex,1,,Transformer,1B,8K,2025-03-22T20:20:13.543Z,2025-03-22T20:20:13.543Z,LLM,4096,1,B
model_1742674815652_698,platform_1742531574153_196,Lexica,1,,,,,2025-03-22T20:20:15.652Z,2025-03-22T20:55:11.575Z,AI Model,,,
model_1742674817994_300,platform_1742531574154_14,Litmus Builder,1,,,,,2025-03-22T20:20:17.994Z,2025-03-22T20:55:13.542Z,AI Model,,,
model_1742674825414_968,platform_1742531574154_996,LMQL,1,,,,,2025-03-22T20:20:25.414Z,2025-03-22T20:55:15.500Z,AI Model,,,
model_1742674827592_950,platform_1742531574156_835,Vicuna,1,,Transformer,13B,,2025-03-22T20:20:27.592Z,2025-03-22T20:55:17.758Z,LLM,,13,B
model_1742674829629_98,platform_1742531574157_467,LogicBalls,1,,Transformer,10B,16K,2025-03-22T20:20:29.629Z,2025-03-22T20:20:29.629Z,LLM,4096,10,B
model_1742674831728_345,platform_1742531574158_15,Looker,1,,,,,2025-03-22T20:20:31.728Z,2025-03-22T20:55:21.011Z,AI Model,,,
model_1742674833727_967,platform_1742531574158_947,Loomly,1,,,,,2025-03-22T20:20:33.727Z,2025-03-22T20:55:22.895Z,AI Model,,,
model_1742674835796_414,platform_1742531574159_906,Loop AI,1,,,,,2025-03-22T20:20:35.796Z,2025-03-22T20:55:25.039Z,AI Model,,,
model_1742674837998_373,platform_1742531574160_645,Mailchimp,1,,,,,2025-03-22T20:20:37.998Z,2025-03-22T20:55:26.922Z,AI Model,,,
model_1742674839584_7,platform_1742531574160_852,Mailtrap,1,,,,,2025-03-22T20:20:39.584Z,2025-03-22T20:55:29.282Z,AI Model,,,
model_1742674841538_720,platform_1742531574161_948,Majestic,1,,,,,2025-03-22T20:20:41.538Z,2025-03-22T20:55:35.517Z,AI Model,,,
model_1742674842994_717,platform_1742531574162_451,SERPWatcher,1,,,,,2025-03-22T20:20:42.994Z,2025-03-22T20:55:37.794Z,AI Model,,,
model_1742674845118_408,platform_1742531574162_656,Marblism,1,,,,,2025-03-22T20:20:45.118Z,2025-03-22T20:55:39.759Z,AI Model,,,
model_1742674846472_236,platform_1742531574163_384,Google Marketing Platform,1,,,,,2025-03-22T20:20:46.472Z,2025-03-22T20:55:41.604Z,AI Model,,,
model_1742674848707_888,platform_1742531574163_27,MavSocial,1,,,,,2025-03-22T20:20:48.707Z,2025-03-22T20:55:43.417Z,AI Model,,,
model_1742674854936_402,platform_1742531574164_468,MeetEdgar,1,,,,,2025-03-22T20:20:54.936Z,2025-03-22T20:55:45.266Z,AI Model,,,
model_1742674856749_767,platform_1742531574164_695,Mem,1,,Transformer,Unknown,Unknown,2025-03-22T20:20:56.749Z,2025-03-22T20:55:47.142Z,AI Model,Unknown,,
model_1742674859075_616,platform_1742531574165_453,Mender,1,,,,,2025-03-22T20:20:59.075Z,2025-03-22T20:55:49.007Z,AI Model,,,
model_1742674861060_227,platform_1742531574166_656,Mention,1,,,,,2025-03-22T20:21:01.060Z,2025-03-22T20:55:50.927Z,AI Model,,,
model_1742674863027_732,platform_1742531574166_760,Mentionlytics,1,,,,,2025-03-22T20:21:03.027Z,2025-03-22T20:55:53.066Z,AI Model,,,
model_1742674865611_638,platform_1742531574167_94,Metaphor,1,,Transformer,,,2025-03-22T20:21:05.611Z,2025-03-22T20:55:55.323Z,AI Model,,,
model_1742674868844_927,platform_1742531574167_704,Meya,1,,,,,2025-03-22T20:21:08.844Z,2025-03-22T20:55:57.071Z,AI Model,,,
model_1742674871063_860,platform_1742531574168_224,MindsDB,1,,,,,2025-03-22T20:21:11.063Z,2025-03-22T20:56:00.123Z,AI Model,,,
model_1742674873012_228,platform_1742531574168_337,Mintlify,1,,,,,2025-03-22T20:21:13.012Z,2025-03-22T20:56:02.168Z,AI Model,,,
model_1742674875096_411,platform_1742531574169_178,Missinglettr,1,,,,,2025-03-22T20:21:15.096Z,2025-03-22T20:56:04.073Z,AI Model,,,
model_1742674876988_328,platform_1742531574170_677,Mixmax,1,,,,,2025-03-22T20:21:16.988Z,2025-03-22T20:56:06.134Z,AI Model,,,
model_1742674878777_357,platform_1742531574170_905,Monday.com,1,,,,,2025-03-22T20:21:18.777Z,2025-03-22T20:56:08.072Z,AI Model,,,
model_1742674880745_508,platform_1742531574171_898,Moz,1,,,,,2025-03-22T20:21:20.745Z,2025-03-22T20:56:10.158Z,AI Model,,,
model_1742674882913_768,platform_1742531574171_452,Moz Link Explorer,1,,,,,2025-03-22T20:21:22.913Z,2025-03-22T20:56:12.325Z,AI Model,,,
model_1742674884340_119,platform_1742531574171_495,Moz Local,1,,,,,2025-03-22T20:21:24.340Z,2025-03-22T20:56:14.224Z,AI Model,,,
model_1742674886634_321,platform_1742531574172_714,Nexus AI,1,,Transformer,1B,8K,2025-03-22T20:21:26.634Z,2025-03-22T20:21:26.634Z,LLM,4096,1,B
model_1742674888712_924,platform_1742531574173_351,n8n,1,,,,,2025-03-22T20:21:28.712Z,2025-03-22T20:56:17.191Z,AI Model,,,
model_1742674890537_673,platform_1742531574173_501,Narrato,1,,Transformer,,,2025-03-22T20:21:30.537Z,2025-03-22T20:56:19.080Z,AI Model,,,
model_1742674892422_148,platform_1742531574174_622,NeetoDesk,1,,,,,2025-03-22T20:21:32.422Z,2025-03-22T20:56:20.891Z,AI Model,,,
model_1742674895460_824,platform_1742531574174_713,Nekton AI,1,,Transformer,10B,8K,2025-03-22T20:21:35.460Z,2025-03-22T20:21:35.460Z,LLM,2048,10,B
model_1742674895460_77,platform_1742531574174_713,Nekton AI,1,Instruct,Transformer,10B,8K,2025-03-22T20:21:35.460Z,2025-03-22T20:21:35.460Z,LLM,2048,10,B
model_1742674897338_875,platform_1742531574175_25,NetBeans,1,,,,,2025-03-22T20:21:37.338Z,2025-03-22T20:56:24.907Z,AI Model,,,
model_1742674899263_577,platform_1742531574176_83,Neuton AI,1,,Unknown,,,2025-03-22T20:21:39.263Z,2025-03-22T20:56:26.681Z,AI Model,,,
model_1742674901285_712,platform_1742531574176_583,Never Jobless LinkedIn Message Generator,1,,Transformer,1B,8K,2025-03-22T20:21:41.285Z,2025-03-22T20:21:41.285Z,AI Model,4096,1,B
model_1742674904185_882,platform_1742531574177_149,Numerous.ai,1,,,,,2025-03-22T20:21:44.185Z,2025-03-22T20:56:29.698Z,AI Model,,,
model_1742674906227_284,platform_1742531574178_703,One AI,1,,Transformer,,,2025-03-22T20:21:46.227Z,2025-03-22T20:56:31.512Z,LLM,,,
model_1742674910516_290,platform_1742531574178_926,OpenArt,1,,Transformer,,,2025-03-22T20:21:50.516Z,2025-03-22T20:56:33.368Z,Image Generation,,,
model_1742674910516_663,platform_1742531574178_926,OpenArt,2,Advanced,Transformer,1B,,2025-03-22T20:21:50.516Z,2025-03-22T20:56:35.388Z,Image Generation,,1,B
model_1742674912883_404,platform_1742531574179_600,Facets,1,,Unknown,,,2025-03-22T20:21:52.883Z,2025-03-22T20:56:37.240Z,AI Model,,,
model_1742674914480_703,platform_1742531574179_284,What-If Tool,1,,,,,2025-03-22T20:21:54.480Z,2025-03-22T20:56:39.563Z,AI Model,,,
model_1742674916304_553,platform_1742531574180_469,Parabola,1,,,,,2025-03-22T20:21:56.304Z,2025-03-22T20:56:41.632Z,AI Model,,,
model_1742674918429_937,platform_1742531574180_7,PersonaForce,1,,Transformer,1B,8K,2025-03-22T20:21:58.429Z,2025-03-22T20:21:58.429Z,LLM,4096,1,B
model_1742674920539_1,platform_1742531574181_893,Persuva,1,,,,,2025-03-22T20:22:00.539Z,2025-03-22T20:56:44.899Z,AI Model,,,
model_1742674922709_135,platform_1742531574181_79,Phoenix,1,,,,,2025-03-22T20:22:02.709Z,2025-03-22T20:56:46.812Z,AI Model,,,
model_1742674924975_159,platform_1742531574182_264,Pieces,1,,,,,2025-03-22T20:22:04.975Z,2025-03-22T20:56:48.739Z,AI Model,,,
model_1742674927209_23,platform_1742531574182_990,Piktochart,1,,,,,2025-03-22T20:22:07.209Z,2025-03-22T20:56:50.697Z,AI Model,,,
model_1742674929246_443,platform_1742531574183_182,Pipedream,1,,,,,2025-03-22T20:22:09.246Z,2025-03-22T20:56:52.906Z,AI Model,,,
model_1742674931073_477,platform_1742531574183_486,Pitchbox,1,,,,,2025-03-22T20:22:11.073Z,2025-03-22T20:56:54.977Z,AI Model,,,
model_1742674932578_199,platform_1742531574184_697,Piwik PRO,1,,,,,2025-03-22T20:22:12.578Z,2025-03-22T20:56:56.994Z,AI Model,,,
model_1742674935107_374,platform_1742531574185_730,Pixelz AI Art Generator,1,,Transformer,,,2025-03-22T20:22:15.107Z,2025-03-22T20:56:58.997Z,Image Generation,,,
model_1742674937087_776,platform_1742531574185_54,Pixvify AI,1,,,,,2025-03-22T20:22:17.087Z,2025-03-22T20:57:01.174Z,AI Model,,,
model_1742674939316_397,platform_1742531574186_264,Planable,1,,,,,2025-03-22T20:22:19.316Z,2025-03-22T20:57:03.117Z,AI Model,,,
model_1742674942098_90,platform_1742531574186_624,Play.ht,1,,Transformer,,,2025-03-22T20:22:22.098Z,2025-03-22T20:57:04.918Z,AI Model,,,
model_1742674944121_393,platform_1742531574187_988,Playground AI,1,,,,,2025-03-22T20:22:24.121Z,2025-03-22T20:57:06.662Z,AI Model,,,
model_1742674946188_211,platform_1742531574188_128,podcast.ai,1,,,,,2025-03-22T20:22:26.188Z,2025-03-22T20:57:08.589Z,AI Model,,,
model_1742674948428_304,platform_1742531574188_83,PolyAI,1,,Transformer,,,2025-03-22T20:22:28.428Z,2025-03-22T20:57:10.548Z,AI Model,,,
model_1742674950749_174,platform_1742531574189_901,Portkey,1,,Transformer,Unknown,Unknown,2025-03-22T20:22:30.749Z,2025-03-22T20:57:12.332Z,AI Model,,,
model_1742674954058_440,platform_1742531574189_308,Post Planner,1,,,,,2025-03-22T20:22:34.058Z,2025-03-22T20:57:14.223Z,AI Model,,,
model_1742674959284_553,platform_1742531574190_505,Postwise,1,,,,,2025-03-22T20:22:39.284Z,2025-03-22T20:57:16.054Z,AI Model,,,
model_1742674961224_184,platform_1742531574190_698,Power BI,1,,,,,2025-03-22T20:22:41.224Z,2025-03-22T20:57:18.175Z,AI Model,,,
model_1742674963398_512,platform_1742531574190_211,Microsoft Power BI,1,,,,,2025-03-22T20:22:43.398Z,2025-03-22T20:57:19.997Z,AI Model,,,
model_1742674965361_793,platform_1742531574191_676,Predis.ai,1,,Transformer,,,2025-03-22T20:22:45.361Z,2025-03-22T20:57:22.175Z,AI Model,,,
model_1742674967209_791,platform_1742531574191_866,Lensa,1,,,,,2025-03-22T20:22:47.209Z,2025-03-22T20:57:28.947Z,AI Model,,,
model_1742674969287_71,platform_1742531574192_406,PromoRepublic,1,,,,,2025-03-22T20:22:49.287Z,2025-03-22T20:57:31.109Z,AI Model,,,
model_1742674971296_722,platform_1742531574193_889,PromptBase,1,,,,,2025-03-22T20:22:51.296Z,2025-03-22T20:57:33.450Z,AI Model,,,
model_1742674973262_777,platform_1742531574194_170,romptloop,1,,,,,2025-03-22T20:22:53.262Z,2025-03-22T20:57:35.554Z,AI Model,,,
model_1742674975723_452,platform_1742531574194_82,ProWritingAid,1,,Transformer,,,2025-03-22T20:22:55.723Z,2025-03-22T20:57:38.151Z,AI Model,,,
model_1742674977087_675,platform_1742531574195_656,Publer,1,,,,,2025-03-22T20:22:57.087Z,2025-03-22T20:57:41.532Z,AI Model,,,
model_1742674979057_872,platform_1742531574196_864,PublicPrompts,1,,,,,2025-03-22T20:22:59.057Z,2025-03-22T20:57:43.577Z,AI Model,,,
model_1742674981116_812,platform_1742531574197_264,PulsePost,1,,Transformer,,,2025-03-22T20:23:01.116Z,2025-03-22T20:57:45.589Z,AI Model,,,
model_1742674983158_562,platform_1742531574197_299,Quick Creator,1,,Transformer,1B,8K,2025-03-22T20:23:03.158Z,2025-03-22T20:23:03.158Z,LLM,4096,1,B
model_1742674985190_586,platform_1742531574198_750,Quuu,1,,,,,2025-03-22T20:23:05.190Z,2025-03-22T20:57:52.517Z,AI Model,,,
model_1742674987459_186,platform_1742531574198_103,Rainbird,1,,,,,2025-03-22T20:23:07.459Z,2025-03-22T20:57:54.542Z,AI Model,,,
model_1742674989437_457,platform_1742531574199_106,Rakuten Advertising,1,,,,,2025-03-22T20:23:09.437Z,2025-03-22T20:57:56.654Z,AI Model,,,
model_1742674990785_674,platform_1742531574199_7,Rank Math,1,,,,,2025-03-22T20:23:10.785Z,2025-03-22T20:57:58.864Z,AI Model,,,
model_1742674992744_6,platform_1742531574200_795,Recast Studio,1,,,,,2025-03-22T20:23:12.744Z,2025-03-22T20:58:00.786Z,AI Model,,,
model_1742674994823_855,platform_1742531574200_134,Reclaim.ai,1,,,,,2025-03-22T20:23:14.823Z,2025-03-22T20:58:02.729Z,AI Model,,,
model_1742674996712_702,platform_1742531574201_902,RecurPost,1,,,,,2025-03-22T20:23:16.712Z,2025-03-22T20:58:04.580Z,AI Model,,,
model_1742675001375_741,platform_1742531574202_496,Refact.ai,1,,Transformer,7B,8K,2025-03-22T20:23:21.375Z,2025-03-22T20:23:21.375Z,LLM,4096,7,B
model_1742675001375_328,platform_1742531574202_496,Refact.ai,1.5,Instruct,Transformer,13B,32K,2025-03-22T20:23:21.375Z,2025-03-22T20:23:21.375Z,LLM,8192,13,B
model_1742675001375_490,platform_1742531574202_496,Refact.ai,2,Chat,Transformer,70B,100K,2025-03-22T20:23:21.375Z,2025-03-22T20:23:21.375Z,LLM,32768,70,B
model_1742675001375_889,platform_1742531574202_496,Refact.ai,2.1,Base,Transformer,175B,,2025-03-22T20:23:21.375Z,2025-03-22T20:58:09.871Z,LLM,65536,175,B
